steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,17549.34579148306,alpha,132,1
2,133,17146.16215608499,alpha,132,1
3,134,16734.23889858918,alpha,132,1
4,135,16299.509897815218,alpha,132,1
5,136,15845.246576510082,alpha,132,1
6,137,15372.554125245473,alpha,132,1
7,138,14883.056994316627,alpha,132,1
8,139,14378.464347884174,alpha,132,1
9,140,13860.57834272763,alpha,132,1
10,141,13331.245001485226,alpha,132,1
11,142,12792.318729301718,alpha,132,1
12,143,12245.63079191485,alpha,132,1
13,144,11692.96316024951,alpha,132,1
14,145,11136.027358201567,alpha,132,1
15,146,10576.448045416706,alpha,132,1
16,147,10015.750945797703,alpha,132,1
17,148,9455.354680066686,alpha,132,1
18,149,8896.56602993883,alpha,132,1
19,150,8340.578152792803,alpha,132,1
20,151,7788.471273684958,alpha,132,1
21,152,7241.215402225245,alpha,132,1
1,132,18078.686132605686,alpha,132,2
2,133,17516.90557325332,alpha,132,2
3,134,16864.70626707316,alpha,132,2
4,135,16351.371875091583,alpha,132,2
5,136,15835.10107937662,alpha,132,2
6,137,15292.21493752958,alpha,132,2
7,138,14747.433861496487,alpha,132,2
8,139,14201.548499402805,alpha,132,2
9,140,13650.851445341228,alpha,132,2
10,141,13096.655860292232,alpha,132,2
11,142,12540.823710639112,alpha,132,2
12,143,11984.539283274204,alpha,132,2
13,144,11429.065134498192,alpha,132,2
14,145,10875.77176797184,alpha,132,2
15,146,10325.946319629977,alpha,132,2
16,147,9780.765439218896,alpha,132,2
17,148,9241.301829460228,alpha,132,2
18,149,8708.512162434832,alpha,132,2
19,150,8183.23097801388,alpha,132,2
20,151,7666.174129587052,alpha,132,2
21,152,7157.945408904105,alpha,132,2
1,132,18674.623101584813,alpha,132,3
2,133,18948.140821610024,alpha,132,3
3,134,18162.48128119741,alpha,132,3
4,135,17200.966787227953,alpha,132,3
5,136,16617.582346613628,alpha,132,3
6,137,16253.56972169671,alpha,132,3
7,138,15809.597070183434,alpha,132,3
8,139,15231.831484194958,alpha,132,3
9,140,14628.316554247198,alpha,132,3
10,141,14063.717443791655,alpha,132,3
11,142,13519.020013323308,alpha,132,3
12,143,12960.521324338311,alpha,132,3
13,144,12385.512959846379,alpha,132,3
14,145,11809.482756435495,alpha,132,3
15,146,11241.961981036713,alpha,132,3
16,147,10682.153422007566,alpha,132,3
17,148,10127.673914366316,alpha,132,3
18,149,9579.696222819828,alpha,132,3
19,150,9041.245884592197,alpha,132,3
20,151,8514.290296966385,alpha,132,3
21,152,7999.353078353983,alpha,132,3
1,139,16519.356609588205,alpha,139,1
2,140,16062.542912138924,alpha,139,1
3,141,15613.769109527711,alpha,139,1
4,142,15165.83654077878,alpha,139,1
5,143,14720.787111081701,alpha,139,1
6,144,14279.117539027866,alpha,139,1
7,145,13841.199794443073,alpha,139,1
