steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,16106.639987787446,alpha,132,1
2,133,14329.01288172481,alpha,132,1
3,134,12258.339200189372,alpha,132,1
4,135,9892.382246562593,alpha,132,1
5,136,7191.058133935672,alpha,132,1
6,137,4128.522296354695,alpha,132,1
7,138,678.84959918405,alpha,132,1
8,139,-3182.297926474068,alpha,132,1
9,140,-7478.5506611547535,alpha,132,1
10,141,-12232.799764405656,alpha,132,1
11,142,-17467.197312488395,alpha,132,1
12,143,-23203.08174460492,alpha,132,1
13,144,-29460.893233538663,alpha,132,1
14,145,-36260.08450233322,alpha,132,1
15,146,-43619.03499812712,alpha,132,1
16,147,-51554.97129486824,alpha,132,1
17,148,-60083.89561069757,alpha,132,1
18,149,-69220.52357231229,alpha,132,1
19,150,-78978.23203416183,alpha,132,1
20,151,-89369.01755178034,alpha,132,1
21,152,-100403.46596249935,alpha,132,1
1,132,19299.637436831137,alpha,132,2
2,133,20695.445551797748,alpha,132,2
3,134,20664.91767305974,alpha,132,2
4,135,20108.391390204662,alpha,132,2
5,136,18920.76066368795,alpha,132,2
6,137,17455.20628000982,alpha,132,2
7,138,16481.58058193233,alpha,132,2
8,139,16088.83878099895,alpha,132,2
9,140,15770.602705215802,alpha,132,2
10,141,15104.986443206202,alpha,132,2
11,142,13920.021949653514,alpha,132,2
12,143,12282.174466923578,alpha,132,2
13,144,10457.960221723886,alpha,132,2
14,145,8703.14817254967,alpha,132,2
15,146,7065.066760708112,alpha,132,2
16,147,5396.47683617007,alpha,132,2
17,148,3497.994956187671,alpha,132,2
18,149,1248.7643684141804,alpha,132,2
19,150,-1337.498135499889,alpha,132,2
20,151,-4149.902929306729,alpha,132,2
21,152,-7076.716978418874,alpha,132,2
1,132,20547.951028346084,alpha,132,3
2,133,23050.962910069764,alpha,132,3
3,134,22266.75437831602,alpha,132,3
4,135,22437.538974872965,alpha,132,3
5,136,22119.219753526675,alpha,132,3
6,137,21272.561945666646,alpha,132,3
7,138,20605.38977043741,alpha,132,3
8,139,21404.81487436776,alpha,132,3
9,140,22469.935816677666,alpha,132,3
10,141,22842.435594500595,alpha,132,3
11,142,22515.418822204694,alpha,132,3
12,143,21950.938715289143,alpha,132,3
13,144,21358.88053577594,alpha,132,3
14,145,21038.34863466918,alpha,132,3
15,146,21156.741829389037,alpha,132,3
16,147,21446.787732888857,alpha,132,3
17,148,21443.578241793468,alpha,132,3
18,149,20981.15295157887,alpha,132,3
19,150,20237.853670575685,alpha,132,3
20,151,19486.719631415937,alpha,132,3
21,152,18910.56309067589,alpha,132,3
1,139,14768.755594052374,alpha,139,1
2,140,12699.588527488559,alpha,139,1
3,141,10317.878684256002,alpha,139,1
4,142,7631.643583463549,alpha,139,1
5,143,4590.534567134415,alpha,139,1
6,144,1165.6278886871878,alpha,139,1
7,145,-2672.138333400664,alpha,139,1
8,146,-6949.966303727571,alpha,139,1
9,147,-11694.621597421035,alpha,139,1
10,148,-16932.551616279125,alpha,139,1
11,149,-22689.993934728285,alpha,139,1
12,150,-28992.96399399791,alpha,139,1
13,151,-35867.21338940365,alpha,139,1
14,152,-43338.171624432915,alpha,139,1
15,153,-51430.88320878713,alpha,139,1
16,154,-60169.9445590199,alpha,139,1
17,155,-69579.4432175493,alpha,139,1
18,156,-79682.90073079085,alpha,139,1
19,157,-90503.22004009035,alpha,139,1
20,158,-102062.6379900816,alpha,139,1
21,159,-114382.68342927133,alpha,139,1
1,139,20189.228954359423,alpha,139,2
2,140,22242.277904651593,alpha,139,2
3,141,23487.41860232083,alpha,139,2
4,142,23218.992128274636,alpha,139,2
5,143,21626.631487340434,alpha,139,2
6,144,19932.65941696195,alpha,139,2
7,145,19346.2696857166,alpha,139,2
8,146,19863.80597608746,alpha,139,2
9,147,20712.72145217494,alpha,139,2
10,148,21091.85670152749,alpha,139,2
11,149,20624.947546551237,alpha,139,2
12,150,19499.614756425377,alpha,139,2
13,151,18263.392613061704,alpha,139,2
14,152,17385.156246302184,alpha,139,2
15,153,16945.509315950796,alpha,139,2
16,154,16663.69495192473,alpha,139,2
17,155,16158.547904955922,alpha,139,2
18,156,15215.192426045192,alpha,139,2
19,157,13888.857957892818,alpha,139,2
20,158,12412.112268758472,alpha,139,2
21,159,11003.206740662456,alpha,139,2
1,139,21249.899761038832,alpha,139,3
2,140,23944.574625808484,alpha,139,3
3,141,25662.910643626907,alpha,139,3
4,142,25785.605374259147,alpha,139,3
5,143,24506.249159095867,alpha,139,3
6,144,22832.35232469483,alpha,139,3
7,145,22758.85350320695,alpha,139,3
8,146,24583.34532811583,alpha,139,3
9,147,27110.32431096115,alpha,139,3
10,148,28868.0886412634,alpha,139,3
11,149,29273.549377304706,alpha,139,3
12,150,28737.931817892444,alpha,139,3
13,151,28288.477575059835,alpha,139,3
14,152,28819.110972609575,alpha,139,3
15,153,30471.5015715748,alpha,139,3
16,154,32588.10178622362,alpha,139,3
17,155,34287.2201725129,alpha,139,3
18,156,35134.04158392505,alpha,139,3
19,157,35395.59506533996,alpha,139,3
20,158,35758.699912038195,alpha,139,3
21,159,36792.08529707746,alpha,139,3
1,146,19668.76502199421,alpha,146,1
2,147,18793.20884648906,alpha,146,1
3,148,17648.153956439015,alpha,146,1
4,149,16340.964428700087,alpha,146,1
5,150,14822.939710948456,alpha,146,1
6,151,13079.009277083613,alpha,146,1
7,152,11090.096203967598,alpha,146,1
8,153,8838.622372420556,alpha,146,1
9,154,6306.9538230834805,alpha,146,1
10,155,3477.469379658385,alpha,146,1
11,156,332.48115512741424,alpha,146,1
12,157,-3145.7546267750804,alpha,146,1
13,158,-6975.016249592332,alpha,146,1
14,159,-11173.086004458939,alpha,146,1
15,160,-15757.717389422993,alpha,146,1
16,161,-20746.602005688423,alpha,146,1
17,162,-26157.337357983764,alpha,146,1
18,163,-32007.396184346268,alpha,146,1
19,164,-38314.097727399785,alpha,146,1
20,165,-45094.5812540709,alpha,146,1
21,166,-52365.782080704754,alpha,146,1
1,146,18852.772560688667,alpha,146,2
2,147,19240.012208095286,alpha,146,2
3,148,20152.09601893858,alpha,146,2
4,149,20107.13172384561,alpha,146,2
5,150,19008.50464550918,alpha,146,2
6,151,17621.080296979286,alpha,146,2
7,152,16195.956194860395,alpha,146,2
8,153,14981.738455286715,alpha,146,2
9,154,14080.132156591397,alpha,146,2
10,155,13225.830647562398,alpha,146,2
11,156,12059.564221656881,alpha,146,2
12,157,10446.61597498227,alpha,146,2
13,158,8481.784020895837,alpha,146,2
14,159,6354.168586443877,alpha,146,2
15,160,4215.165368950227,alpha,146,2
16,161,2088.3963761266787,alpha,146,2
17,162,-128.00081787118688,alpha,146,2
18,163,-2571.242954100948,alpha,146,2
19,164,-5318.6837650765665,alpha,146,2
20,165,-8355.68735484872,alpha,146,2
21,166,-11610.136259406805,alpha,146,2
1,146,20037.403075727896,alpha,146,3
2,147,20694.15137096148,alpha,146,3
3,148,22583.756752692978,alpha,146,3
4,149,23695.807445609185,alpha,146,3
5,150,22551.148469150707,alpha,146,3
6,151,21127.543779423577,alpha,146,3
7,152,20300.721100640134,alpha,146,3
8,153,20293.290785052523,alpha,146,3
9,154,20898.996699781914,alpha,146,3
10,155,21669.725955776637,alpha,146,3
11,156,21909.759809045936,alpha,146,3
12,157,21360.193047610228,alpha,146,3
13,158,20390.0967490233,alpha,146,3
14,159,19611.80679119809,alpha,146,3
15,160,19373.937854408403,alpha,146,3
16,161,19584.784107321757,alpha,146,3
17,162,19845.46393666364,alpha,146,3
18,163,19758.54644275474,alpha,146,3
19,164,19202.133853772073,alpha,146,3
20,165,18385.21189855103,alpha,146,3
21,166,17657.190995559038,alpha,146,3
1,153,29652.039369590166,alpha,153,1
2,154,29983.992817299804,alpha,153,1
3,155,30110.97043532663,alpha,153,1
4,156,30153.69575082113,alpha,153,1
5,157,30072.920817671722,alpha,153,1
6,158,29856.505014668182,alpha,153,1
7,159,29487.7286945066,alpha,153,1
8,160,28950.06102207817,alpha,153,1
9,161,28226.18562505081,alpha,153,1
10,162,27298.06804238273,alpha,153,1
11,163,26146.89334603436,alpha,153,1
12,164,24753.04116348995,alpha,153,1
13,165,23096.059936197023,alpha,153,1
14,166,21154.641961666744,alpha,153,1
15,167,18906.59678794798,alpha,153,1
16,168,16328.822245384341,alpha,153,1
17,169,13397.272559589823,alpha,153,1
18,170,10086.923140527462,alpha,153,1
19,171,6371.7316832646065,alpha,153,1
20,172,2224.595227419919,alpha,153,1
21,173,-2382.697181620588,alpha,153,1
1,153,27801.71510243637,alpha,153,2
2,154,27409.69805627223,alpha,153,2
3,155,28229.39919670322,alpha,153,2
4,156,28445.913500053575,alpha,153,2
5,157,28269.999084276846,alpha,153,2
6,158,28002.02174760145,alpha,153,2
7,159,27467.867607970256,alpha,153,2
8,160,26706.88255379256,alpha,153,2
9,161,25877.872631095117,alpha,153,2
10,162,24988.209690142423,alpha,153,2
11,163,23958.599613425788,alpha,153,2
12,164,22722.17114871065,alpha,153,2
13,165,21235.314316217788,alpha,153,2
14,166,19480.69732800126,alpha,153,2
15,167,17465.85509143886,alpha,153,2
16,168,15201.502180192387,alpha,153,2
17,169,12682.078418286517,alpha,153,2
18,170,9883.879397466779,alpha,153,2
19,171,6774.183621622389,alpha,153,2
20,172,3321.5307435335126,alpha,153,2
21,173,-498.477153404383,alpha,153,2
1,153,30218.72302943215,alpha,153,3
2,154,31262.377967364184,alpha,153,3
3,155,32757.79743461209,alpha,153,3
4,156,34389.604679549724,alpha,153,3
5,157,34671.34523838179,alpha,153,3
6,158,35142.02090075318,alpha,153,3
7,159,36199.16323202857,alpha,153,3
8,160,37737.503960075235,alpha,153,3
9,161,39434.482814995135,alpha,153,3
10,162,41127.23153502945,alpha,153,3
11,163,42625.10472865417,alpha,153,3
12,164,43964.175744409644,alpha,153,3
13,165,45383.44982826852,alpha,153,3
14,166,47102.72976927462,alpha,153,3
15,167,49147.38428188706,alpha,153,3
16,168,51390.37418020776,alpha,153,3
17,169,53680.2534307669,alpha,153,3
18,170,55952.997842771205,alpha,153,3
19,171,58266.249196862715,alpha,153,3
20,172,60746.220867571334,alpha,153,3
21,173,63492.651171352045,alpha,153,3
1,160,42413.70464766469,alpha,160,1
2,161,42836.15366087611,alpha,160,1
3,162,43230.658795808435,alpha,160,1
4,163,43463.1912553157,alpha,160,1
5,164,43522.658961789835,alpha,160,1
6,165,43378.66092580843,alpha,160,1
7,166,43004.922305565175,alpha,160,1
8,167,42373.21141774342,alpha,160,1
9,168,41453.721920229254,alpha,160,1
10,169,40214.5692629855,alpha,160,1
11,170,38621.591236470515,alpha,160,1
12,171,36638.137127699396,alpha,160,1
13,172,34224.867341098856,alpha,160,1
14,173,31339.542285563602,alpha,160,1
15,174,27936.796328944507,alpha,160,1
16,175,23967.892985161492,alpha,160,1
17,176,19380.458843074946,alpha,160,1
18,177,14118.193978139025,alpha,160,1
19,178,8120.556634857945,alpha,160,1
20,179,1322.4198746561378,alpha,160,1
21,180,-6346.302266602375,alpha,160,1
1,160,46122.714079556754,alpha,160,2
2,161,50571.63611350022,alpha,160,2
3,162,53598.982234381256,alpha,160,2
4,163,56500.029887402314,alpha,160,2
5,164,58903.23606194963,alpha,160,2
6,165,61078.51190788089,alpha,160,2
7,166,63752.20621150825,alpha,160,2
8,167,66970.75130617851,alpha,160,2
9,168,70497.41541021713,alpha,160,2
10,169,74189.85958900349,alpha,160,2
11,170,77965.37647108454,alpha,160,2
12,171,81830.27563548414,alpha,160,2
13,172,85874.09130085004,alpha,160,2
14,173,90179.8568163258,alpha,160,2
15,174,94782.68712953548,alpha,160,2
16,175,99684.73732018704,alpha,160,2
17,176,104878.71236486407,alpha,160,2
18,177,110367.31368347444,alpha,160,2
19,178,116171.840642347,alpha,160,2
20,179,122326.86094461754,alpha,160,2
21,180,128870.2059490988,alpha,160,2
1,160,47675.57407841325,alpha,160,3
2,161,53741.78369051422,alpha,160,3
