steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,17824.25858890206,alpha,132,1
2,133,17033.771649657865,alpha,132,1
3,134,16395.750434494625,alpha,132,1
4,135,15733.615135944887,alpha,132,1
5,136,15113.11237849878,alpha,132,1
6,137,14461.373027490305,alpha,132,1
7,138,13828.453792640044,alpha,132,1
8,139,13190.946596530357,alpha,132,1
9,140,12561.72998287386,alpha,132,1
10,141,11934.372073181636,alpha,132,1
11,142,11313.71334288739,alpha,132,1
12,143,10698.073782903959,alpha,132,1
13,144,10089.368333310478,alpha,132,1
14,145,9487.495390576425,alpha,132,1
15,146,8893.459550065412,alpha,132,1
16,147,8307.614994418402,alpha,132,1
17,148,7730.653075884104,alpha,132,1
18,149,7163.048119062503,alpha,132,1
19,150,6605.367171377278,alpha,132,1
20,151,6058.095771713211,alpha,132,1
21,152,5521.735180308326,alpha,132,1
1,132,19623.429525186308,alpha,132,2
2,133,20364.31013948098,alpha,132,2
3,134,19173.16015865095,alpha,132,2
4,135,17565.73275714554,alpha,132,2
5,136,16820.187450662255,alpha,132,2
6,137,16714.855770254508,alpha,132,2
7,138,16458.559632944874,alpha,132,2
8,139,15797.098279769532,alpha,132,2
9,140,15006.372112255543,alpha,132,2
10,141,14363.226133007556,alpha,132,2
11,142,13849.507322364487,alpha,132,2
12,143,13321.957676641643,alpha,132,2
13,144,12716.906567930244,alpha,132,2
14,145,12081.81405430846,alpha,132,2
15,146,11469.775106783025,alpha,132,2
16,147,10884.062537059188,alpha,132,2
17,148,10298.292568303645,alpha,132,2
18,149,9699.707919390872,alpha,132,2
19,150,9095.73793069087,alpha,132,2
20,151,8497.39590395242,alpha,132,2
21,152,7906.353034875356,alpha,132,2
1,132,17526.898116153665,alpha,132,3
2,133,19674.331217874773,alpha,132,3
3,134,20834.154034524225,alpha,132,3
4,135,19745.735671147704,alpha,132,3
5,136,17883.18569953926,alpha,132,3
6,137,16647.088378529996,alpha,132,3
7,138,16779.019659744576,alpha,132,3
8,139,17297.4313124842,alpha,132,3
9,140,17184.69294359116,alpha,132,3
10,141,16392.989601828158,alpha,132,3
11,142,15447.80667286506,alpha,132,3
12,143,14868.27356416313,alpha,132,3
13,144,14652.313431933522,alpha,132,3
14,145,14481.852974733338,alpha,132,3
15,146,14112.3059775047,alpha,132,3
16,147,13547.923746564426,alpha,132,3
17,148,12964.326161829289,alpha,132,3
18,149,12498.091771511361,alpha,132,3
19,150,12141.44576030597,alpha,132,3
20,151,11796.056475703139,alpha,132,3
21,152,11385.650501665194,alpha,132,3
1,139,16714.609799119557,alpha,139,1
2,140,16061.726652033982,alpha,139,1
3,141,15463.713845414677,alpha,139,1
4,142,14874.009958630024,alpha,139,1
5,143,14313.00913570974,alpha,139,1
6,144,13741.658336018461,alpha,139,1
7,145,13183.834043103325,alpha,139,1
8,146,12631.643509243284,alpha,139,1
9,147,12089.192169464415,alpha,139,1
10,148,11554.5574899172,alpha,139,1
11,149,11029.503456202336,alpha,139,1
12,150,10513.77851636523,alpha,139,1
13,151,10008.0733607529,alpha,139,1
14,152,9512.577631887296,alpha,139,1
15,153,9027.721162502768,alpha,139,1
16,154,8553.777839867718,alpha,139,1
17,155,8091.072932481171,alpha,139,1
18,156,7639.8771114638075,alpha,139,1
19,157,7200.46113269293,alpha,139,1
20,158,6773.067438236894,alpha,139,1
21,159,6357.925100895296,alpha,139,1
1,139,19303.68065750599,alpha,139,2
2,140,19279.99515440408,alpha,139,2
3,141,18053.90715913195,alpha,139,2
4,142,16510.391376766376,alpha,139,2
5,143,16089.413241532631,alpha,139,2
6,144,16012.761373133399,alpha,139,2
7,145,15738.645027449355,alpha,139,2
8,146,15048.349115856923,alpha,139,2
9,147,14338.14774017781,alpha,139,2
10,148,13783.195361481048,alpha,139,2
11,149,13345.159634289332,alpha,139,2
12,150,12865.144622851163,alpha,139,2
13,151,12316.455707716756,alpha,139,2
14,152,11749.939182864502,alpha,139,2
15,153,11216.169942581095,alpha,139,2
16,154,10706.73375688307,alpha,139,2
17,155,10196.232343940996,alpha,139,2
18,156,9674.332383153029,alpha,139,2
19,157,9151.24500219617,alpha,139,2
20,158,8636.616639803164,alpha,139,2
21,159,8130.904117746744,alpha,139,2
1,139,21702.30190686183,alpha,139,3
2,140,25685.905856765807,alpha,139,3
3,141,24647.54621865088,alpha,139,3
4,142,21631.235042339657,alpha,139,3
5,143,18303.92687418824,alpha,139,3
6,144,18270.863299732562,alpha,139,3
7,145,20474.745976675767,alpha,139,3
8,146,21965.404599268455,alpha,139,3
9,147,21504.57061179867,alpha,139,3
10,148,19394.18266945472,alpha,139,3
11,149,17647.62492966419,alpha,139,3
12,150,17496.60152726667,alpha,139,3
13,151,18364.915241398383,alpha,139,3
14,152,19003.920936489478,alpha,139,3
15,153,18518.90620833123,alpha,139,3
16,154,17252.769551056903,alpha,139,3
17,155,16200.097379580606,alpha,139,3
18,156,15930.859793487005,alpha,139,3
19,157,16216.445294029545,alpha,139,3
20,158,16352.416792738717,alpha,139,3
21,159,15911.24176375242,alpha,139,3
1,146,21707.566856225247,alpha,146,1
2,147,20186.592681202637,alpha,146,1
3,148,19616.951125905405,alpha,146,1
4,149,19009.0024560756,alpha,146,1
5,150,18417.102983139306,alpha,146,1
6,151,17748.911144749152,alpha,146,1
7,152,17128.1632079855,alpha,146,1
8,153,16496.05232071341,alpha,146,1
9,154,15872.199548753888,alpha,146,1
10,155,15247.030884772688,alpha,146,1
11,156,14628.001405276395,alpha,146,1
12,157,14011.757408411002,alpha,146,1
13,158,13400.417839000986,alpha,146,1
14,159,12793.533174696877,alpha,146,1
15,160,12191.983350182914,alpha,146,1
16,161,11595.893424793328,alpha,146,1
17,162,11005.76958948488,alpha,146,1
18,163,10421.910727902481,alpha,146,1
19,164,9844.707526054373,alpha,146,1
20,165,9274.486020655408,alpha,146,1
21,166,8711.590251521437,alpha,146,1
1,146,22513.653461772017,alpha,146,2
2,147,22466.62470048573,alpha,146,2
3,148,20571.89592262078,alpha,146,2
4,149,19498.332735800184,alpha,146,2
5,150,19288.966975386254,alpha,146,2
6,151,19291.747354057617,alpha,146,2
7,152,18809.53014043439,alpha,146,2
8,153,18068.44178291317,alpha,146,2
9,154,17412.079487088136,alpha,146,2
10,155,16939.7533014277,alpha,146,2
11,156,16491.578376049176,alpha,146,2
12,157,15963.997562057339,alpha,146,2
13,158,15382.239905862138,alpha,146,2
14,159,14814.555956289172,alpha,146,2
15,160,14276.252106088214,alpha,146,2
16,161,13741.689404377714,alpha,146,2
17,162,13191.417274340056,alpha,146,2
18,163,12630.372815896757,alpha,146,2
19,164,12070.56484190654,alpha,146,2
20,165,11515.264762979932,alpha,146,2
21,166,10960.15977835469,alpha,146,2
1,146,20566.856530642137,alpha,146,3
2,147,21523.08873616904,alpha,146,3
3,148,23299.87889678683,alpha,146,3
4,149,20879.408336612396,alpha,146,3
5,150,19590.170029904693,alpha,146,3
6,151,18770.1380450679,alpha,146,3
7,152,18709.632036192343,alpha,146,3
8,153,19540.1002359977,alpha,146,3
9,154,19275.545496674255,alpha,146,3
10,155,18469.704178372398,alpha,146,3
11,156,17601.099696442485,alpha,146,3
12,157,16894.08373168204,alpha,146,3
13,158,16764.552578398027,alpha,146,3
14,159,16697.695670713205,alpha,146,3
15,160,16401.77302166447,alpha,146,3
16,161,15882.195092178416,alpha,146,3
17,162,15221.821021335665,alpha,146,3
18,163,14699.978178262245,alpha,146,3
19,164,14357.548214075156,alpha,146,3
20,165,14066.497790631838,alpha,146,3
21,166,13716.878012570087,alpha,146,3
1,153,31134.02161240329,alpha,153,1
2,154,29388.750494588876,alpha,153,1
3,155,29077.648841239912,alpha,153,1
4,156,28652.611171740406,alpha,153,1
5,157,28254.198111053043,alpha,153,1
6,158,27731.590041116495,alpha,153,1
7,159,27272.92864460274,alpha,153,1
8,160,26782.08540422545,alpha,153,1
9,161,26294.808899913114,alpha,153,1
