steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,17480.655029447924,alpha,132,1
2,133,17053.557336212838,alpha,132,1
3,134,16612.461319721122,alpha,132,1
4,135,16151.632380571771,alpha,132,1
5,136,15671.329630181703,alpha,132,1
6,137,15171.227386091341,alpha,132,1
7,138,14651.05393350582,alpha,132,1
8,139,14110.529361620564,alpha,132,1
9,140,13549.371580381772,alpha,132,1
10,141,12967.295703165719,alpha,132,1
11,142,12364.014074628258,alpha,132,1
12,143,11739.236235443026,alpha,132,1
13,144,11092.668892841679,alpha,132,1
14,145,10424.015890247247,alpha,132,1
15,146,9732.978176649778,alpha,132,1
16,147,9019.253775657504,alpha,132,1
17,148,8282.537754226341,alpha,132,1
18,149,7522.5221910637465,alpha,132,1
19,150,6738.896144703571,alpha,132,1
20,151,5931.345621248462,alpha,132,1
21,152,5099.553541776317,alpha,132,1
1,132,19299.626679169858,alpha,132,2
2,133,20869.438945041504,alpha,132,2
3,134,22332.215050845494,alpha,132,2
4,135,23658.034297037317,alpha,132,2
5,136,24876.541580640303,alpha,132,2
6,137,26013.38484106236,alpha,132,2
7,138,27085.599137446465,alpha,132,2
8,139,28103.72677287145,alpha,132,2
9,140,29074.334566146106,alpha,132,2
10,141,30001.723152693216,alpha,132,2
11,142,30888.93343202147,alpha,132,2
12,143,31738.319235430157,alpha,132,2
13,144,32551.86556903005,alpha,132,2
14,145,33331.36344674294,alpha,132,2
15,146,34078.50415804461,alpha,132,2
16,147,34794.92858736229,alpha,132,2
17,148,35482.25155264375,alpha,132,2
18,149,36142.07238360887,alpha,132,2
19,150,36775.97803590959,alpha,132,2
20,151,37385.54227250529,alpha,132,2
21,152,37972.32288755855,alpha,132,2
1,132,19396.94395143303,alpha,132,3
2,133,21098.51602227756,alpha,132,3
3,134,22217.54956010857,alpha,132,3
4,135,22755.002118332224,alpha,132,3
5,136,23133.170788790187,alpha,132,3
6,137,23638.581507586932,alpha,132,3
7,138,24354.088179989718,alpha,132,3
8,139,25220.92377405212,alpha,132,3
9,140,26160.2605178683,alpha,132,3
10,141,27130.420840278704,alpha,132,3
11,142,28130.510777362215,alpha,132,3
12,143,29176.69763966021,alpha,132,3
13,144,30282.486542725004,alpha,132,3
14,145,31451.904608265293,alpha,132,3
15,146,32682.338670803205,alpha,132,3
16,147,33969.59642806582,alpha,132,3
17,148,35310.91324321655,alpha,132,3
18,149,36705.29548396633,alpha,132,3
19,150,38152.56264224849,alpha,132,3
20,151,39652.419809531886,alpha,132,3
21,152,41204.100266654685,alpha,132,3
1,139,16613.820442827873,alpha,139,1
2,140,16253.282060712063,alpha,139,1
3,141,15880.785281056593,alpha,139,1
4,142,15492.023648143007,alpha,139,1
5,143,15086.990708236133,alpha,139,1
6,144,14665.332697670347,alpha,139,1
7,145,14226.716194146164,alpha,139,1
8,146,13770.798845074358,alpha,139,1
9,147,13297.231539033022,alpha,139,1
10,148,12805.658082645234,alpha,139,1
11,149,12295.71507208208,alpha,139,1
12,150,11767.031746024466,alpha,139,1
13,151,11219.22983691299,alpha,139,1
14,152,10651.923419087925,alpha,139,1
15,153,10064.718753864385,alpha,139,1
16,154,9457.214131472147,alpha,139,1
17,155,8828.999709797317,alpha,139,1
18,156,8179.657349861136,alpha,139,1
19,157,7508.760447969857,alpha,139,1
20,158,6815.873764468375,alpha,139,1
21,159,6100.5532490288915,alpha,139,1
1,139,18279.0857067045,alpha,139,2
2,140,19716.255134919047,alpha,139,2
3,141,21058.279375255166,alpha,139,2
4,142,22340.931668968202,alpha,139,2
5,143,23617.07265662594,alpha,139,2
6,144,24918.871943105274,alpha,139,2
7,145,26262.14415005967,alpha,139,2
8,146,27653.415636945952,alpha,139,2
9,147,29094.483375470445,alpha,139,2
10,148,30584.8403087467,alpha,139,2
11,149,32122.873290566815,alpha,139,2
12,150,33706.436202091776,alpha,139,2
13,151,35333.12174240759,alpha,139,2
14,152,37000.3917705685,alpha,139,2
15,153,38705.64217089745,alpha,139,2
16,154,40446.23760803,alpha,139,2
17,155,42219.53244713199,alpha,139,2
18,156,44022.88527584661,alpha,139,2
19,157,45853.67040698923,alpha,139,2
20,158,47709.28788749373,alpha,139,2
21,159,49587.17269503034,alpha,139,2
1,139,18845.33040408563,alpha,139,3
2,140,20494.00526506931,alpha,139,3
3,141,21525.929501886596,alpha,139,3
4,142,21955.505486300506,alpha,139,3
5,143,22305.222049281787,alpha,139,3
6,144,22862.182632740092,alpha,139,3
7,145,23682.173447086185,alpha,139,3
8,146,24671.257054035144,alpha,139,3
9,147,25736.399547087785,alpha,139,3
10,148,26841.796061995265,alpha,139,3
11,149,28000.53811977175,alpha,139,3
12,150,29239.638171260332,alpha,139,3
13,151,30576.639139745646,alpha,139,3
14,152,32015.22631207743,alpha,139,3
15,153,33551.93547696172,alpha,139,3
16,154,35183.42500601197,alpha,139,3
17,155,36909.50416406343,alpha,139,3
18,156,38732.44402736868,alpha,139,3
19,157,40655.114120558865,alpha,139,3
20,158,42679.76631375545,alpha,139,3
21,159,44807.85208146437,alpha,139,3
1,146,20972.479213047194,alpha,146,1
2,147,21030.747095108058,alpha,146,1
3,148,21077.080703144802,alpha,146,1
4,149,21126.874063647654,alpha,146,1
5,150,21179.06873376263,alpha,146,1
6,151,21233.912432824083,alpha,146,1
7,152,21291.554252938608,alpha,146,1
8,153,21352.155940505283,alpha,146,1
9,154,21415.883232016913,alpha,146,1
10,155,21482.906684026406,alpha,146,1
11,156,21553.401756113097,alpha,146,1
12,157,21627.548957253206,alpha,146,1
13,158,21705.53399159945,alpha,146,1
14,159,21787.547908861245,alpha,146,1
15,160,21873.787259006487,alpha,146,1
16,161,21964.45425144262,alpha,146,1
17,162,22059.756918803996,alpha,146,1
18,163,22159.909285479058,alpha,146,1
19,164,22265.131541014496,alpha,146,1
20,165,22375.65021853751,alpha,146,1
21,166,22491.69837834136,alpha,146,1
1,146,22582.565049519064,alpha,146,2
2,147,23852.256264132273,alpha,146,2
3,148,25130.93413645102,alpha,146,2
4,149,26466.336768923968,alpha,146,2
5,150,27871.708140856033,alpha,146,2
6,151,29351.550305563695,alpha,146,2
7,152,30907.777983470558,alpha,146,2
8,153,32540.85624761309,alpha,146,2
9,154,34250.593968403264,alpha,146,2
10,155,36036.39937229091,alpha,146,2
11,156,37897.450793529686,alpha,146,2
12,157,39832.76222008985,alpha,146,2
13,158,41841.22403382094,alpha,146,2
14,159,43921.62245292621,alpha,146,2
15,160,46072.652624476585,alpha,146,2
16,161,48292.9273544272,alpha,146,2
17,162,50580.98439393885,alpha,146,2
18,163,52935.29291476717,alpha,146,2
19,164,55354.25976388858,alpha,146,2
20,165,57836.23566167921,alpha,146,2
21,166,60379.52145887414,alpha,146,2
1,146,22767.606824596238,alpha,146,3
2,147,24614.316848821763,alpha,146,3
3,148,25626.709813084104,alpha,146,3
4,149,26341.685862234008,alpha,146,3
5,150,27110.629833989136,alpha,146,3
6,151,28136.094118892885,alpha,146,3
7,152,29382.27117061612,alpha,146,3
8,153,30750.127882092027,alpha,146,3
9,154,32173.280690122367,alpha,146,3
10,155,33644.45990872153,alpha,146,3
11,156,35186.75613644865,alpha,146,3
12,157,36822.725049271714,alpha,146,3
13,158,38561.18463157624,alpha,146,3
14,159,40400.444749240065,alpha,146,3
15,160,42336.32160461633,alpha,146,3
16,161,44367.140977342875,alpha,146,3
17,162,46494.23050967668,alpha,146,3
18,163,48720.180926307774,alpha,146,3
19,164,51047.26134739304,alpha,146,3
