steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,17973.92979853948,alpha,132,1
2,133,18003.1298554293,alpha,132,1
3,134,18064.608608430615,alpha,132,1
4,135,18140.62289885239,alpha,132,1
5,136,18232.406756724537,alpha,132,1
6,137,18338.919014210886,alpha,132,1
7,138,18459.40174199085,alpha,132,1
8,139,18593.074769839306,alpha,132,1
9,140,18739.174448580612,alpha,132,1
10,141,18896.95081864636,alpha,132,1
11,142,19065.669597085092,alpha,132,1
12,143,19244.613408959245,alpha,132,1
13,144,19433.08294138328,alpha,132,1
14,145,19630.39794648272,alpha,132,1
15,146,19835.898109955415,alpha,132,1
16,147,20048.943790982994,alpha,132,1
17,148,20268.91664047333,alpha,132,1
18,149,20495.22010436525,alpha,132,1
19,150,20727.279818637442,alpha,132,1
20,151,20964.543902539386,alpha,132,1
21,152,21206.48315642733,alpha,132,1
1,132,-2330.708082804309,alpha,132,2
2,133,-2241.924851324613,alpha,132,2
3,134,-1760.7456043620587,alpha,132,2
4,135,-2086.3342019185657,alpha,132,2
5,136,-1949.9654941981607,alpha,132,2
6,137,-1878.4342053957698,alpha,132,2
7,138,-1919.8671367057523,alpha,132,2
8,139,-1856.7186202339435,alpha,132,2
9,140,-1833.875122978301,alpha,132,2
10,141,-1819.2773480877386,alpha,132,2
11,142,-1786.7877891341395,alpha,132,2
12,143,-1767.0196865845228,alpha,132,2
13,144,-1746.4404369116419,alpha,132,2
14,145,-1724.6215028344432,alpha,132,2
15,146,-1706.6603836721788,alpha,132,2
16,147,-1689.0128217557958,alpha,132,2
17,148,-1672.6185545232693,alpha,132,2
18,149,-1658.0657985714179,alpha,132,2
19,150,-1644.6408234151804,alpha,132,2
20,151,-1632.7047259000256,alpha,132,2
21,152,-1622.260148043716,alpha,132,2
1,132,-2812.328224811741,alpha,132,3
2,133,-2158.8312665799276,alpha,132,3
3,134,99.43108705966188,alpha,132,3
4,135,-659.7501645150041,alpha,132,3
5,136,-2145.0294906020245,alpha,132,3
6,137,-679.7250362916584,alpha,132,3
7,138,-809.1519422861711,alpha,132,3
8,139,-1362.9837691401099,alpha,132,3
9,140,-1268.648951964693,alpha,132,3
10,141,-853.4492733769221,alpha,132,3
11,142,-1240.1587229031702,alpha,132,3
12,143,-1229.1323950570295,alpha,132,3
13,144,-1115.4218812193067,alpha,132,3
14,145,-1129.505308948399,alpha,132,3
15,146,-1262.785942290293,alpha,132,3
16,147,-1177.7120095133214,alpha,132,3
17,148,-1193.999381244208,alpha,132,3
18,149,-1232.4346160179193,alpha,132,3
19,150,-1249.8334013446183,alpha,132,3
20,151,-1226.4560500410007,alpha,132,3
21,152,-1262.8808590429398,alpha,132,3
1,139,16723.835223777936,alpha,139,1
2,140,16476.978732572592,alpha,139,1
3,141,16253.98386077167,alpha,139,1
4,142,16045.847094395363,alpha,139,1
5,143,15853.37699389678,alpha,139,1
6,144,15676.285881896845,alpha,139,1
7,145,15514.367734719597,alpha,139,1
8,146,15367.3748574732,alpha,139,1
9,147,15235.034468026583,alpha,139,1
10,148,15117.050058668978,alpha,139,1
11,149,15013.104237683245,alpha,139,1
12,150,14922.861255883605,alpha,139,1
13,151,14845.969414587727,alpha,139,1
14,152,14782.063337336022,alpha,139,1
15,153,14730.76611091234,alpha,139,1
16,154,14691.691298880885,alpha,139,1
17,155,14664.444831244566,alpha,139,1
18,156,14648.626773904298,alpha,139,1
19,157,14643.8329816858,alpha,139,1
20,158,14649.6566387664,alpha,139,1
21,159,14665.689690384072,alpha,139,1
1,139,-3058.6349724857937,alpha,139,2
2,140,-2080.1962491797676,alpha,139,2
3,141,-2089.6313054578804,alpha,139,2
4,142,-2478.825210796168,alpha,139,2
5,143,-2253.007528141694,alpha,139,2
6,144,-2325.169389960636,alpha,139,2
7,145,-2394.460723074032,alpha,139,2
8,146,-2358.3209817168763,alpha,139,2
9,147,-2393.384416183023,alpha,139,2
10,148,-2410.634150905318,alpha,139,2
11,149,-2412.2136026217995,alpha,139,2
12,150,-2427.63145837087,alpha,139,2
13,151,-2435.5786881553568,alpha,139,2
14,152,-2441.171960194296,alpha,139,2
15,153,-2448.408755255484,alpha,139,2
16,154,-2452.940883192424,alpha,139,2
17,155,-2456.69079927045,alpha,139,2
18,156,-2460.0257866018947,alpha,139,2
19,157,-2462.236233574933,alpha,139,2
20,158,-2463.900732511366,alpha,139,2
21,159,-2465.050777648148,alpha,139,2
1,139,-6301.624255318517,alpha,139,3
2,140,1290.019172929231,alpha,139,3
3,141,282.63631847172655,alpha,139,3
4,142,-2007.3491694321756,alpha,139,3
5,143,-1849.5884309114035,alpha,139,3
6,144,541.6289538512292,alpha,139,3
7,145,-1486.6736384306232,alpha,139,3
8,146,-1353.4990216359447,alpha,139,3
9,147,-764.6464723380386,alpha,139,3
10,148,-689.7885500826751,alpha,139,3
11,149,-1424.2615389967405,alpha,139,3
12,150,-901.6912750345509,alpha,139,3
13,151,-915.6408301351921,alpha,139,3
14,152,-1073.0086368143193,alpha,139,3
15,153,-1140.2804176397249,alpha,139,3
16,154,-932.2152805532078,alpha,139,3
17,155,-1077.5732269274376,alpha,139,3
18,156,-1091.2017312535672,alpha,139,3
19,157,-1063.349696811344,alpha,139,3
20,158,-1044.21990506956,alpha,139,3
21,159,-1114.8488684790254,alpha,139,3
1,146,20986.851342077865,alpha,146,1
2,147,21124.575006390747,alpha,146,1
3,148,21255.713280307653,alpha,146,1
4,149,21404.52665148866,alpha,146,1
5,150,21567.45828179265,alpha,146,1
6,151,21743.790949737053,alpha,146,1
7,152,21932.561169355802,alpha,146,1
8,153,22132.869936426723,alpha,146,1
9,154,22343.851413522887,alpha,146,1
10,155,22564.675925677617,alpha,146,1
11,156,22794.549389079963,alpha,146,1
12,157,23032.71299578364,alpha,146,1
13,158,23278.442779083845,alpha,146,1
14,159,23531.049106378538,alpha,146,1
15,160,23789.876103373692,alpha,146,1
16,161,24054.30101736622,alpha,146,1
17,162,24323.73352650898,alpha,146,1
18,163,24597.61500161723,alpha,146,1
19,164,24875.41772669364,alpha,146,1
20,165,25156.644083982494,alpha,146,1
21,166,25440.825709007586,alpha,146,1
1,146,-1450.2475885407948,alpha,146,2
2,147,-1208.820378604325,alpha,146,2
3,148,98.11449188947336,alpha,146,2
4,149,-753.5645020627289,alpha,146,2
5,150,-429.9954770941222,alpha,146,2
6,151,-188.0803316843121,alpha,146,2
7,152,-316.70512797604897,alpha,146,2
8,153,-154.209237216799,alpha,146,2
9,154,-76.28382068609972,alpha,146,2
10,155,-48.7682200599138,alpha,146,2
11,156,38.77425116010454,alpha,146,2
12,157,94.01325425457799,alpha,146,2
13,158,144.16237175923015,alpha,146,2
14,159,202.77703697281868,alpha,146,2
15,160,250.30777294836662,alpha,146,2
16,161,296.1325046490656,alpha,146,2
17,162,340.5901613930673,alpha,146,2
18,163,380.17434922337816,alpha,146,2
19,164,417.43114993607014,alpha,146,2
20,165,451.9144109607405,alpha,146,2
21,166,483.1784731133994,alpha,146,2
1,146,-3572.999245630437,alpha,146,3
2,147,-743.2893265940784,alpha,146,3
3,148,914.0570969507517,alpha,146,3
4,149,1014.811701450597,alpha,146,3
5,150,-1808.0821896158104,alpha,146,3
6,151,870.0032989769206,alpha,146,3
7,152,127.78012540657619,alpha,146,3
8,153,-165.8683581092937,alpha,146,3
