steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,17467.309660348452,alpha,132,1
2,133,17002.99036264494,alpha,132,1
3,134,16535.867458684974,alpha,132,1
4,135,16056.191513951655,alpha,132,1
5,136,15567.758283497202,alpha,132,1
6,137,15072.262827605573,alpha,132,1
7,138,14571.454339631078,alpha,132,1
8,139,14066.865126835892,alpha,132,1
9,140,13559.867739358804,alpha,132,1
10,141,13051.685501678356,alpha,132,1
11,142,12543.407648725346,alpha,132,1
12,143,12036.002260332989,alpha,132,1
13,144,11530.328069776931,alpha,132,1
14,145,11027.145134936694,alpha,132,1
15,146,10527.124495859473,alpha,132,1
16,147,10030.856912529973,alpha,132,1
17,148,9538.8607702616,alpha,132,1
18,149,9051.589231514681,alpha,132,1
19,150,8569.43670553716,alpha,132,1
20,151,8092.7447004612695,alpha,132,1
21,152,7621.807116374797,alpha,132,1
1,132,-2326.309844921052,alpha,132,2
2,133,-2392.742393245982,alpha,132,2
3,134,-2019.9226272718797,alpha,132,2
4,135,-2326.0213507492795,alpha,132,2
5,136,-2314.0428085231647,alpha,132,2
6,137,-2305.11396021286,alpha,132,2
7,138,-2384.7997084462722,alpha,132,2
8,139,-2402.3752055078867,alpha,132,2
9,140,-2431.3827106888566,alpha,132,2
10,141,-2468.6374900458222,alpha,132,2
11,142,-2494.6941187594894,alpha,132,2
12,143,-2523.4393592288916,alpha,132,2
13,144,-2551.753936460256,alpha,132,2
14,145,-2577.7499590639136,alpha,132,2
15,146,-2603.7524923298315,alpha,132,2
16,147,-2628.9505242061814,alpha,132,2
17,148,-2653.3219104648133,alpha,132,2
18,149,-2677.2441740493196,alpha,132,2
19,150,-2700.5879977572195,alpha,132,2
20,151,-2723.4264990997644,alpha,132,2
21,152,-2745.840851096796,alpha,132,2
1,132,-3097.3730869001965,alpha,132,3
2,133,-2085.537351084223,alpha,132,3
3,134,-13.12212045965407,alpha,132,3
4,135,-662.1961571627203,alpha,132,3
5,136,-2248.6607197205476,alpha,132,3
6,137,-728.9017786443992,alpha,132,3
7,138,-849.8276629315628,alpha,132,3
8,139,-1387.6291004306913,alpha,132,3
9,140,-1346.0381344288908,alpha,132,3
10,141,-880.9378237539272,alpha,132,3
11,142,-1256.5967096603617,alpha,132,3
12,143,-1268.9457181912148,alpha,132,3
13,144,-1147.9042262160447,alpha,132,3
14,145,-1134.6871079437033,alpha,132,3
15,146,-1276.150153532103,alpha,132,3
16,147,-1195.046533912915,alpha,132,3
17,148,-1191.7789124164447,alpha,132,3
18,149,-1226.1561661460146,alpha,132,3
19,150,-1245.3853573334,alpha,132,3
20,151,-1213.5017533638866,alpha,132,3
21,152,-1239.31012806107,alpha,132,3
1,139,16431.735356742523,alpha,139,1
2,140,15904.392268720518,alpha,139,1
3,141,15385.826167613368,alpha,139,1
4,142,14870.208347350519,alpha,139,1
5,143,14358.921198681212,alpha,139,1
6,144,13852.404855540053,alpha,139,1
7,145,13351.132282965027,alpha,139,1
8,146,12855.501849869166,alpha,139,1
9,147,12365.857363565385,alpha,139,1
10,148,11882.492276072117,alpha,139,1
11,149,11405.655112036522,alpha,139,1
12,150,10935.55416252261,alpha,139,1
13,151,10472.361734522496,alpha,139,1
14,152,10016.217974245317,alpha,139,1
15,153,9567.23430928467,alpha,139,1
16,154,9125.496546908915,alpha,139,1
17,155,8691.067662455982,alpha,139,1
18,156,8263.990308419809,alpha,139,1
19,157,7844.289071809062,alpha,139,1
20,158,7431.972504641757,alpha,139,1
21,159,7027.034949990635,alpha,139,1
1,139,-2774.3869259091616,alpha,139,2
2,140,-2062.73344902845,alpha,139,2
3,141,-1978.3716021055582,alpha,139,2
4,142,-2284.9623405462953,alpha,139,2
5,143,-2151.5390520061037,alpha,139,2
6,144,-2177.2382333721625,alpha,139,2
7,145,-2234.869585388634,alpha,139,2
8,146,-2222.9034683886584,alpha,139,2
9,147,-2244.564202614084,alpha,139,2
10,148,-2265.3421528405997,alpha,139,2
11,149,-2275.7984167223212,alpha,139,2
12,150,-2292.494901027151,alpha,139,2
13,151,-2307.8590883019215,alpha,139,2
14,152,-2321.7123844653643,alpha,139,2
15,153,-2336.52366003354,alpha,139,2
16,154,-2350.8265285723146,alpha,139,2
17,155,-2364.8410792894383,alpha,139,2
18,156,-2378.9106896560716,alpha,139,2
19,157,-2392.7834512632853,alpha,139,2
20,158,-2406.5442137155233,alpha,139,2
21,159,-2420.2422377094945,alpha,139,2
1,139,-5821.433168319122,alpha,139,3
2,140,837.8939316641454,alpha,139,3
3,141,590.840656566153,alpha,139,3
4,142,-1834.344537294694,alpha,139,3
5,143,-1782.218472320852,alpha,139,3
6,144,463.180701941129,alpha,139,3
7,145,-1144.9566257065094,alpha,139,3
8,146,-1305.1808247662175,alpha,139,3
9,147,-681.5032729355735,alpha,139,3
10,148,-548.6949958780699,alpha,139,3
11,149,-1204.2775029490804,alpha,139,3
12,150,-836.4763578468219,alpha,139,3
13,151,-743.1901157225975,alpha,139,3
14,152,-895.1446141084707,alpha,139,3
15,153,-972.8385716164948,alpha,139,3
16,154,-791.3759843795187,alpha,139,3
17,155,-873.2639004222751,alpha,139,3
18,156,-912.2316102117884,alpha,139,3
19,157,-881.1386227427406,alpha,139,3
20,158,-852.5538966394361,alpha,139,3
21,159,-904.3610914513483,alpha,139,3
1,146,20369.54191780319,alpha,146,1
2,147,19973.213685883064,alpha,146,1
3,148,19550.18966499706,alpha,146,1
4,149,19139.954556990175,alpha,146,1
5,150,18737.998135176324,alpha,146,1
6,151,18344.702226619138,alpha,146,1
7,152,17959.901169561665,alpha,146,1
8,153,17583.487704253308,alpha,146,1
9,154,17215.346061210115,alpha,146,1
10,155,16855.359864102375,alpha,146,1
11,156,16503.41165736399,alpha,146,1
12,157,16159.38332098503,alpha,146,1
13,158,15823.156346272508,alpha,146,1
14,159,15494.612090848079,alpha,146,1
15,160,15173.632003387638,alpha,146,1
16,161,14860.097822461079,alpha,146,1
17,162,14553.89175196048,alpha,146,1
18,163,14254.896615517353,alpha,146,1
19,164,13962.995992052784,alpha,146,1
20,165,13678.074334392926,alpha,146,1
21,166,13400.017072689443,alpha,146,1
1,146,-1264.720583598802,alpha,146,2
2,147,-1367.9536713985185,alpha,146,2
3,148,-239.91055507571673,alpha,146,2
4,149,-887.6590298193087,alpha,146,2
5,150,-802.8130760289496,alpha,146,2
6,151,-633.7923351599152,alpha,146,2
7,152,-741.3836347449428,alpha,146,2
8,153,-702.5030423121584,alpha,146,2
9,154,-671.1345281863764,alpha,146,2
10,155,-680.268095809693,alpha,146,2
11,156,-662.312367921244,alpha,146,2
12,157,-649.3837270295699,alpha,146,2
13,158,-642.0550606372067,alpha,146,2
14,159,-630.1606361598647,alpha,146,2
15,160,-619.8640904552362,alpha,146,2
16,161,-610.4132978427938,alpha,146,2
17,162,-600.389702999335,alpha,146,2
18,163,-590.901273775803,alpha,146,2
19,164,-581.6823112451198,alpha,146,2
20,165,-572.5535777193154,alpha,146,2
21,166,-563.7011205588778,alpha,146,2
1,146,-3026.0291919238007,alpha,146,3
2,147,-995.0239937095776,alpha,146,3
3,148,1095.691576664849,alpha,146,3
4,149,1261.909517190892,alpha,146,3
5,150,-1508.8310704676405,alpha,146,3
6,151,763.018891011383,alpha,146,3
7,152,516.0631613999658,alpha,146,3
8,153,43.470334600115166,alpha,146,3
9,154,-70.63473529366547,alpha,146,3
10,155,630.1216870214603,alpha,146,3
11,156,168.0994015690394,alpha,146,3
12,157,202.05211760957172,alpha,146,3
13,158,327.98509368609666,alpha,146,3
14,159,396.6015982131212,alpha,146,3
15,160,246.91885762000675,alpha,146,3
16,161,360.83954194141734,alpha,146,3
17,162,380.0385595224443,alpha,146,3
18,163,370.3060513114888,alpha,146,3
19,164,366.3214722626599,alpha,146,3
20,165,418.62311979369224,alpha,146,3
21,166,411.61409420270866,alpha,146,3
1,153,29370.163482140586,alpha,153,1
2,154,29245.68169163302,alpha,153,1
3,155,29081.000641271625,alpha,153,1
4,156,28930.111981599082,alpha,153,1
5,157,28787.096166784664,alpha,153,1
6,158,28652.168913713947,alpha,153,1
7,159,28524.95068783074,alpha,153,1
8,160,28405.149378343485,alpha,153,1
9,161,28292.4881799148,alpha,153,1
10,162,28186.71061884248,alpha,153,1
11,163,28087.57795769937,alpha,153,1
12,164,27994.867588146833,alpha,153,1
13,165,27908.371513149348,alpha,153,1
14,166,27827.894990576166,alpha,153,1
15,167,27753.25531331529,alpha,153,1
16,168,27684.28071270056,alpha,153,1
17,169,27620.809372486387,alpha,153,1
18,170,27562.688542015923,alpha,153,1
19,171,27509.77373838994,alpha,153,1
20,172,27461.928028495753,alpha,153,1
21,173,27419.021382698353,alpha,153,1
1,153,11.094610902169734,alpha,153,2
2,154,-585.1574714412154,alpha,153,2
3,155,1131.1877816375768,alpha,153,2
4,156,286.6549074737495,alpha,153,2
5,157,308.0679204031544,alpha,153,2
6,158,598.9380314427171,alpha,153,2
7,159,446.4750389790788,alpha,153,2
8,160,484.78752209575487,alpha,153,2
9,161,543.659855892296,alpha,153,2
10,162,528.5916646203277,alpha,153,2
11,163,552.5418459513576,alpha,153,2
12,164,574.9251345196708,alpha,153,2
13,165,585.3374132981071,alpha,153,2
14,166,603.154839458779,alpha,153,2
15,167,619.5945389542649,alpha,153,2
16,168,634.0255905973318,alpha,153,2
17,169,649.6431589680724,alpha,153,2
18,170,664.669707531028,alpha,153,2
19,171,679.2201790617928,alpha,153,2
20,172,693.8014858501156,alpha,153,2
21,173,708.0753465828848,alpha,153,2
1,153,-3533.1415221288316,alpha,153,3
2,154,-379.7505750338314,alpha,153,3
3,155,736.1103300633986,alpha,153,3
4,156,2527.7466324519046,alpha,153,3
5,157,-1772.487937396687,alpha,153,3
6,158,1222.1978446422581,alpha,153,3
7,159,808.5713539377975,alpha,153,3
8,160,553.9650761768153,alpha,153,3
9,161,3.4908859756087622,alpha,153,3
10,162,1090.2130145118172,alpha,153,3
11,163,477.1232038222024,alpha,153,3
12,164,526.0445982820092,alpha,153,3
13,165,597.3554989017903,alpha,153,3
14,166,782.401551176039,alpha,153,3
15,167,536.9087256788953,alpha,153,3
16,168,678.7866192330675,alpha,153,3
17,169,698.8844544032363,alpha,153,3
18,170,703.2385871858278,alpha,153,3
19,171,667.4426348314901,alpha,153,3
20,172,741.9710668280204,alpha,153,3
21,173,729.8104041728584,alpha,153,3
1,160,41745.845462735706,alpha,160,1
2,161,41778.693011848074,alpha,160,1
3,162,41846.8465935026,alpha,160,1
4,163,41920.382176752,alpha,160,1
5,164,42002.43598030273,alpha,160,1
6,165,42092.013746911,alpha,160,1
7,166,42188.699723920574,alpha,160,1
8,167,42292.05412002976,alpha,160,1
9,168,42401.684538491216,alpha,160,1
10,169,42517.232470659,alpha,160,1
11,170,42638.37101486603,alpha,160,1
12,171,42764.80158156495,alpha,160,1
13,172,42896.251094265586,alpha,160,1
14,173,43032.46945706457,alpha,160,1
15,174,43173.2272839029,alpha,160,1
16,175,43318.31385974128,alpha,160,1
17,176,43467.535310142106,alpha,160,1
18,177,43620.71295776081,alpha,160,1
19,178,43777.68184651706,alpha,160,1
20,179,43938.2894161914,alpha,160,1
21,180,44102.39431197196,alpha,160,1
1,160,-3385.3269364155776,alpha,160,2
2,161,-592.7609963951604,alpha,160,2
3,162,-1667.3991566526902,alpha,160,2
4,163,-2085.6597894170254,alpha,160,2
5,164,-1348.9700246561579,alpha,160,2
6,165,-1674.0544815524856,alpha,160,2
7,166,-1755.5103528400598,alpha,160,2
8,167,-1564.1575949501037,alpha,160,2
9,168,-1661.2700419799428,alpha,160,2
10,169,-1675.9694692575683,alpha,160,2
11,170,-1628.322274081768,alpha,160,2
12,171,-1658.3912899187455,alpha,160,2
13,172,-1662.226162204702,alpha,160,2
14,173,-1652.5605713617954,alpha,160,2
15,174,-1663.7596218224319,alpha,160,2
16,175,-1667.037644627467,alpha,160,2
17,176,-1667.719769215785,alpha,160,2
18,177,-1674.0636536407135,alpha,160,2
19,178,-1678.1818739339549,alpha,160,2
20,179,-1681.9881300760228,alpha,160,2
21,180,-1687.4114059968776,alpha,160,2
1,160,-3691.9574125137533,alpha,160,3
2,161,-2123.7651545107874,alpha,160,3
3,162,2179.774591520223,alpha,160,3
4,163,-4587.78839228586,alpha,160,3
5,164,-1226.948080150305,alpha,160,3
6,165,-574.295988812295,alpha,160,3
7,166,-1749.8038437297691,alpha,160,3
8,167,-2446.690237110917,alpha,160,3
9,168,-736.5543271504557,alpha,160,3
10,169,-1655.941446761069,alpha,160,3
11,170,-1934.6571397400917,alpha,160,3
12,171,-1457.9124786678558,alpha,160,3
13,172,-1389.4104356503935,alpha,160,3
14,173,-1847.9470605193628,alpha,160,3
15,174,-1587.3000591585496,alpha,160,3
16,175,-1510.6185327425483,alpha,160,3
17,176,-1688.073844252942,alpha,160,3
18,177,-1687.433152321064,alpha,160,3
19,178,-1574.0235206449524,alpha,160,3
20,179,-1664.1049011455866,alpha,160,3
21,180,-1694.145963235118,alpha,160,3
1,167,45988.13068501424,alpha,167,1
2,168,45734.00543300924,alpha,167,1
