steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,17378.582179769983,alpha,132,1
2,133,16870.550088831475,alpha,132,1
3,134,16383.610824105994,alpha,132,1
4,135,15908.81578051699,alpha,132,1
5,136,15447.837132156928,alpha,132,1
6,137,15000.7979157883,alpha,132,1
7,138,14567.9303856957,alpha,132,1
8,139,14149.36564396767,alpha,132,1
9,140,13745.17389144783,alpha,132,1
10,141,13355.369384615136,alpha,132,1
11,142,12979.918873342343,alpha,132,1
12,143,12618.74843976061,alpha,132,1
13,144,12271.749560316945,alpha,132,1
14,145,11938.78439998669,alpha,132,1
15,146,11619.690442973726,alpha,132,1
16,147,11314.284538680458,alpha,132,1
17,148,11022.366434023515,alpha,132,1
18,149,10743.721854393707,alpha,132,1
19,150,10478.125188103457,alpha,132,1
20,151,10225.341822567365,alpha,132,1
21,152,9985.130174660233,alpha,132,1
1,132,-2706.1170817352295,alpha,132,2
2,133,-2293.098265322789,alpha,132,2
3,134,-1998.3665336379772,alpha,132,2
4,135,-2289.346616250558,alpha,132,2
5,136,-2134.916615852212,alpha,132,2
6,137,-2118.072701068657,alpha,132,2
7,138,-2146.291455164066,alpha,132,2
8,139,-2103.936341158026,alpha,132,2
9,140,-2101.37995706554,alpha,132,2
10,141,-2096.0457109817844,alpha,132,2
11,142,-2083.603176265951,alpha,132,2
12,143,-2080.094111301515,alpha,132,2
13,144,-2075.2847674438544,alpha,132,2
14,145,-2071.2510068726315,alpha,132,2
15,146,-2069.5168074646454,alpha,132,2
16,147,-2068.1935623353165,alpha,132,2
17,148,-2067.994781025215,alpha,132,2
18,149,-2068.8619209319413,alpha,132,2
19,150,-2070.4874550895056,alpha,132,2
20,151,-2072.990039167974,alpha,132,2
21,152,-2076.2730865250805,alpha,132,2
1,132,-3524.7424760063022,alpha,132,3
2,133,-1414.2426408161673,alpha,132,3
3,134,-447.2212275372658,alpha,132,3
4,135,-535.5752416871078,alpha,132,3
5,136,-2177.597926766097,alpha,132,3
6,137,-678.410718437106,alpha,132,3
7,138,-946.0669952011272,alpha,132,3
8,139,-1232.2352110161382,alpha,132,3
9,140,-1354.6686970181936,alpha,132,3
10,141,-863.1502067788292,alpha,132,3
11,142,-1216.4673452922198,alpha,132,3
12,143,-1203.6244279663388,alpha,132,3
13,144,-1149.5237481401437,alpha,132,3
14,145,-1088.2826699552134,alpha,132,3
15,146,-1234.082367167346,alpha,132,3
16,147,-1166.3759470696186,alpha,132,3
17,148,-1168.1818519189683,alpha,132,3
18,149,-1184.6632417844094,alpha,132,3
19,150,-1218.9109161978677,alpha,132,3
20,151,-1189.6358373663606,alpha,132,3
21,152,-1212.1519202089958,alpha,132,3
1,139,16455.963880485866,alpha,139,1
2,140,15964.365651190405,alpha,139,1
3,141,15492.394983742139,alpha,139,1
4,142,15033.827911262304,alpha,139,1
5,143,14589.457710044566,alpha,139,1
6,144,14159.210486046499,alpha,139,1
7,145,13743.062899584638,alpha,139,1
8,146,13340.943491946244,alpha,139,1
9,147,12952.750352956966,alpha,139,1
10,148,12578.354574020279,alpha,139,1
11,149,12217.604644309919,alpha,139,1
12,150,11870.330127215508,alpha,139,1
13,151,11536.344884015012,alpha,139,1
14,152,11215.449879947206,alpha,139,1
15,153,10907.435626535706,alpha,139,1
16,154,10612.084304784272,alpha,139,1
17,155,10329.17160871399,alpha,139,1
18,156,10058.46834385143,alpha,139,1
19,157,9799.741811047605,alpha,139,1
20,158,9552.757002289993,alpha,139,1
21,159,9317.27763190656,alpha,139,1
1,139,-3458.1424908978684,alpha,139,2
2,140,-2108.890418152281,alpha,139,2
3,141,-2250.085055226831,alpha,139,2
4,142,-2602.366008164415,alpha,139,2
5,143,-2333.029959149363,alpha,139,2
6,144,-2425.90235827782,alpha,139,2
7,145,-2469.020170593726,alpha,139,2
8,146,-2430.996500612458,alpha,139,2
9,147,-2465.899947181696,alpha,139,2
10,148,-2477.263417647787,alpha,139,2
11,149,-2482.2518900431705,alpha,139,2
12,150,-2499.9638873090407,alpha,139,2
13,151,-2511.6519411150066,alpha,139,2
14,152,-2524.114707375615,alpha,139,2
15,153,-2538.649901300164,alpha,139,2
16,154,-2552.1516729395225,alpha,139,2
