steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,17861.78907059845,alpha,132,1
2,133,17767.29162141311,alpha,132,1
3,134,17691.606762573745,alpha,132,1
4,135,17613.09819560312,alpha,132,1
5,136,17538.62151194274,alpha,132,1
6,137,17470.387243896737,alpha,132,1
7,138,17408.99515680103,alpha,132,1
8,139,17353.53958828068,alpha,132,1
9,140,17302.392048821897,alpha,132,1
10,141,17253.67755912752,alpha,132,1
11,142,17205.54578574868,alpha,132,1
12,143,17156.298062521,alpha,132,1
13,144,17104.435372994016,alpha,132,1
14,145,17048.667184287766,alpha,132,1
15,146,16987.9030719567,alpha,132,1
16,147,16921.23789567639,alpha,132,1
17,148,16847.93533752286,alpha,132,1
18,149,16767.411731570814,alpha,132,1
19,150,16679.220837565023,alpha,132,1
20,151,16583.039700178968,alpha,132,1
21,152,16478.65555793215,alpha,132,1
1,132,-3073.1658876942474,alpha,132,2
2,133,-2825.6499433519,alpha,132,2
3,134,-2852.96218967184,alpha,132,2
4,135,-3424.75567857884,alpha,132,2
5,136,-3401.834090443239,alpha,132,2
6,137,-3747.220622013503,alpha,132,2
7,138,-3919.7052132619265,alpha,132,2
8,139,-4175.81706961563,alpha,132,2
9,140,-4402.094943626256,alpha,132,2
10,141,-4659.331917395879,alpha,132,2
11,142,-4912.2141894423185,alpha,132,2
12,143,-5176.343466669214,alpha,132,2
13,144,-5450.1489141766615,alpha,132,2
14,145,-5725.005902320965,alpha,132,2
15,146,-6010.440318992667,alpha,132,2
16,147,-6296.411095299913,alpha,132,2
17,148,-6588.106883828232,alpha,132,2
18,149,-6880.829632932608,alpha,132,2
19,150,-7175.334289885699,alpha,132,2
20,151,-7469.912371428854,alpha,132,2
21,152,-7763.776815276997,alpha,132,2
1,132,-3847.6831321219543,alpha,132,3
2,133,-1185.5246347339016,alpha,132,3
3,134,-1063.2563360390923,alpha,132,3
4,135,-549.9280264486115,alpha,132,3
5,136,-2870.7916073063934,alpha,132,3
6,137,-1189.5128749890464,alpha,132,3
7,138,-1911.4361442652626,alpha,132,3
8,139,-1624.1467954253967,alpha,132,3
9,140,-2332.4622494385294,alpha,132,3
10,141,-1796.6855525365572,alpha,132,3
11,142,-2130.4335836741393,alpha,132,3
12,143,-2132.6480716352544,alpha,132,3
13,144,-2280.8548239591473,alpha,132,3
14,145,-2116.639769834672,alpha,132,3
15,146,-2339.923666419385,alpha,132,3
16,147,-2302.4214746054713,alpha,132,3
17,148,-2356.364611896395,alpha,132,3
18,149,-2367.2374393101163,alpha,132,3
19,150,-2441.9231235088373,alpha,132,3
20,151,-2437.4205877045133,alpha,132,3
21,152,-2497.661588742836,alpha,132,3
1,139,16630.485169036292,alpha,139,1
2,140,16508.350569363476,alpha,139,1
3,141,16417.28561389013,alpha,139,1
4,142,16312.633471841795,alpha,139,1
5,143,16187.899953925931,alpha,139,1
6,144,16045.618238718984,alpha,139,1
7,145,15889.325319654943,alpha,139,1
8,146,15721.513780767733,alpha,139,1
9,147,15543.608864787437,alpha,139,1
10,148,15356.346911146049,alpha,139,1
11,149,15160.112958670135,alpha,139,1
12,150,14955.155750832266,alpha,139,1
13,151,14741.70290473817,alpha,139,1
14,152,14520.013269146331,alpha,139,1
15,153,14290.39486751855,alpha,139,1
16,154,14053.205977214204,alpha,139,1
17,155,13808.848983424932,alpha,139,1
18,156,13557.761838535047,alpha,139,1
19,157,13300.409329415324,alpha,139,1
20,158,13037.275030868324,alpha,139,1
21,159,12768.854207880358,alpha,139,1
1,139,-3709.753709419151,alpha,139,2
2,140,-1861.4604504915178,alpha,139,2
3,141,-2164.6291931667247,alpha,139,2
4,142,-2471.4677442431466,alpha,139,2
5,143,-2218.665428361177,alpha,139,2
6,144,-2396.7923246509217,alpha,139,2
7,145,-2471.905536749452,alpha,139,2
8,146,-2553.933002997065,alpha,139,2
9,147,-2667.086391487228,alpha,139,2
10,148,-2804.725886792575,alpha,139,2
11,149,-2935.924387193347,alpha,139,2
12,150,-3094.22195336238,alpha,139,2
13,151,-3257.771575139219,alpha,139,2
14,152,-3430.695367480741,alpha,139,2
15,153,-3613.1150730621002,alpha,139,2
16,154,-3800.617015516892,alpha,139,2
17,155,-3993.9488321888257,alpha,139,2
18,156,-4190.611832669437,alpha,139,2
19,157,-4390.143934691789,alpha,139,2
20,158,-4590.9278752500695,alpha,139,2
21,159,-4792.3193587962,alpha,139,2
1,139,-7163.902745912197,alpha,139,3
2,140,1875.6308726852803,alpha,139,3
3,141,-1535.1347654807323,alpha,139,3
4,142,-2394.2925999658473,alpha,139,3
5,143,-2182.4911275010054,alpha,139,3
6,144,-524.165149069886,alpha,139,3
7,145,-3172.6904110110336,alpha,139,3
8,146,-1656.6939016685537,alpha,139,3
9,147,-2053.343340490257,alpha,139,3
10,148,-2212.391812584923,alpha,139,3
11,149,-2381.5524813404845,alpha,139,3
12,150,-2019.5722078462131,alpha,139,3
13,151,-2500.3026561078805,alpha,139,3
14,152,-2250.8298569438994,alpha,139,3
15,153,-2379.904950190714,alpha,139,3
16,154,-2388.745812492518,alpha,139,3
17,155,-2453.9768711007127,alpha,139,3
18,156,-2408.4873526915035,alpha,139,3
19,157,-2515.7520842940867,alpha,139,3
20,158,-2488.043941576252,alpha,139,3
21,159,-2546.419904014445,alpha,139,3
1,146,20780.1780136329,alpha,146,1
2,147,20990.06661255993,alpha,146,1
3,148,21204.12478783653,alpha,146,1
4,149,21452.8979193406,alpha,146,1
5,150,21722.56270551429,alpha,146,1
6,151,22010.420692915104,alpha,146,1
7,152,22313.328994488013,alpha,146,1
8,153,22628.213997202343,alpha,146,1
9,154,22951.993631422058,alpha,146,1
10,155,23281.73051198698,alpha,146,1
11,156,23614.722994793534,alpha,146,1
12,157,23948.547058563883,alpha,146,1
13,158,24281.06283958424,alpha,146,1
14,159,24610.402122347943,alpha,146,1
15,160,24934.947369815312,alpha,146,1
16,161,25253.30830266496,alpha,146,1
17,162,25564.299018891492,alpha,146,1
18,163,25866.916923896235,alpha,146,1
19,164,26160.32384488569,alpha,146,1
20,165,26443.82928078107,alpha,146,1
21,166,26716.875568223964,alpha,146,1
1,146,-2302.6683788876635,alpha,146,2
2,147,-1844.531512329907,alpha,146,2
3,148,-1413.0452812954982,alpha,146,2
4,149,-2161.7519166840875,alpha,146,2
5,150,-2236.781963644059,alpha,146,2
6,151,-2401.0526138243777,alpha,146,2
7,152,-2631.2783528151003,alpha,146,2
8,153,-2839.932583847075,alpha,146,2
9,154,-3011.8584427151372,alpha,146,2
10,155,-3231.0493910239065,alpha,146,2
11,156,-3434.009926686268,alpha,146,2
12,157,-3650.136123725938,alpha,146,2
13,158,-3877.092906637198,alpha,146,2
14,159,-4112.12194597886,alpha,146,2
15,160,-4358.224842956872,alpha,146,2
16,161,-4613.835568872131,alpha,146,2
17,162,-4879.566410410781,alpha,146,2
18,163,-5153.732581123297,alpha,146,2
19,164,-5436.428577022147,alpha,146,2
20,165,-5726.153698817365,alpha,146,2
21,166,-6022.217192204208,alpha,146,2
1,146,-3073.1425214284536,alpha,146,3
2,147,775.2141876914902,alpha,146,3
3,148,38.74677665685158,alpha,146,3
4,149,1933.1783643215676,alpha,146,3
5,150,-267.3706572475494,alpha,146,3
6,151,1033.726287712212,alpha,146,3
7,152,363.4810813525837,alpha,146,3
8,153,1180.3321207760564,alpha,146,3
9,154,416.4166494723322,alpha,146,3
10,155,871.5006408718655,alpha,146,3
11,156,895.7133582236092,alpha,146,3
12,157,910.4317961697961,alpha,146,3
13,158,772.5609410829456,alpha,146,3
14,159,1120.5810672589178,alpha,146,3
15,160,990.5045879579957,alpha,146,3
16,161,1046.6378036480673,alpha,146,3
17,162,1161.1841162736018,alpha,146,3
