steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,17351.125555119743,alpha,132,1
2,133,16814.6959285967,alpha,132,1
3,134,16295.924271416714,alpha,132,1
4,135,15785.705543614713,alpha,132,1
5,136,15285.5173850584,alpha,132,1
6,137,14795.3089515436,alpha,132,1
7,138,14315.181946208373,alpha,132,1
8,139,13845.167851851129,alpha,132,1
9,140,13385.266426673637,alpha,132,1
10,141,12935.447039276387,alpha,132,1
11,142,12495.654163925257,alpha,132,1
12,143,12065.811475260793,alpha,132,1
13,144,11645.825427937134,alpha,132,1
14,145,11235.58830062789,alpha,132,1
15,146,10834.980794272753,alpha,132,1
16,147,10443.874246755671,alpha,132,1
17,148,10062.132519352768,alpha,132,1
18,149,9689.613602088462,alpha,132,1
19,150,9326.170978432023,alpha,132,1
20,151,8971.654783975295,alpha,132,1
21,152,8625.912788775178,alpha,132,1
1,132,-2316.3612391270826,alpha,132,2
2,133,-2294.8275898371103,alpha,132,2
3,134,-1894.3673064161524,alpha,132,2
4,135,-2143.5535897009013,alpha,132,2
5,136,-2088.662009947194,alpha,132,2
6,137,-2034.7156495579304,alpha,132,2
7,138,-2069.12125571873,alpha,132,2
8,139,-2045.1171086681113,alpha,132,2
9,140,-2031.7401647697582,alpha,132,2
10,141,-2027.9246987353501,alpha,132,2
11,142,-2014.19385680629,alpha,132,2
12,143,-2003.4877103817469,alpha,132,2
13,144,-1993.366460555834,alpha,132,2
14,145,-1981.6905633335548,alpha,132,2
15,146,-1970.6603110069116,alpha,132,2
16,147,-1959.587833640748,alpha,132,2
17,148,-1948.3545762138795,alpha,132,2
18,149,-1937.3202171671048,alpha,132,2
19,150,-1926.3624892954006,alpha,132,2
20,151,-1915.5213012691058,alpha,132,2
21,152,-1904.8684716404198,alpha,132,2
1,132,-2687.17478545806,alpha,132,3
2,133,-2088.7404270935967,alpha,132,3
3,134,84.47575425971081,alpha,132,3
4,135,-502.88854478419216,alpha,132,3
5,136,-2114.9416394860427,alpha,132,3
