steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,17585.491629269705,alpha,132,1
2,133,17683.103175615764,alpha,132,1
3,134,17666.334947769123,alpha,132,1
4,135,17597.884018169723,alpha,132,1
5,136,17477.779485561987,alpha,132,1
6,137,17318.688165053594,alpha,132,1
7,138,17127.136678798735,alpha,132,1
8,139,16907.50937682904,alpha,132,1
9,140,16662.086785161868,alpha,132,1
10,141,16391.8986410215,alpha,132,1
11,142,16097.282350418656,alpha,132,1
12,143,15778.321280796594,alpha,132,1
13,144,15435.13291418651,alpha,132,1
14,145,15068.04034514349,alpha,132,1
15,146,14677.654809716976,alpha,132,1
16,147,14264.896508344515,alpha,132,1
17,148,13830.975750198295,alpha,132,1
18,149,13377.351149638234,alpha,132,1
19,150,12905.676724905898,alpha,132,1
20,151,12417.745801678055,alpha,132,1
21,152,11915.436650420459,alpha,132,1
1,132,-4481.252637607813,alpha,132,2
2,133,-4779.199145683541,alpha,132,2
3,134,-4839.040049289125,alpha,132,2
4,135,-6089.305255145408,alpha,132,2
5,136,-6351.401104819711,alpha,132,2
6,137,-6772.552349349921,alpha,132,2
7,138,-7363.175665462052,alpha,132,2
8,139,-7720.958880309193,alpha,132,2
9,140,-8169.076066637407,alpha,132,2
10,141,-8640.244086804443,alpha,132,2
11,142,-9078.907991810076,alpha,132,2
12,143,-9558.7251840467,alpha,132,2
13,144,-10049.626846552492,alpha,132,2
14,145,-10546.850157071087,alpha,132,2
15,146,-11061.00794832023,alpha,132,2
16,147,-11582.315219235636,alpha,132,2
17,148,-12108.078232095466,alpha,132,2
18,149,-12638.46683870303,alpha,132,2
19,150,-13169.137184970114,alpha,132,2
20,151,-13698.665998401084,alpha,132,2
21,152,-14226.091752826536,alpha,132,2
1,132,-3315.813241242853,alpha,132,3
2,133,-700.5262774102048,alpha,132,3
3,134,313.9228180164682,alpha,132,3
4,135,380.3032135777139,alpha,132,3
5,136,-1533.1494569485258,alpha,132,3
6,137,809.5482942330309,alpha,132,3
7,138,-59.16553878533523,alpha,132,3
8,139,-82.6703336112987,alpha,132,3
9,140,-227.9033189338079,alpha,132,3
10,141,553.8964615638215,alpha,132,3
11,142,-252.29555158340372,alpha,132,3
12,143,116.81172119296752,alpha,132,3
13,144,88.15443010411036,alpha,132,3
14,145,199.46695895516314,alpha,132,3
15,146,-46.98321876090267,alpha,132,3
16,147,257.00333209986275,alpha,132,3
17,148,167.89307101580562,alpha,132,3
18,149,237.5142395308976,alpha,132,3
19,150,247.6849157783854,alpha,132,3
20,151,395.1106390724108,alpha,132,3
21,152,361.3243486478059,alpha,132,3
1,139,17343.192938763557,alpha,139,1
2,140,17567.281905412587,alpha,139,1
3,141,17820.000304643574,alpha,139,1
4,142,18048.67442355351,alpha,139,1
5,143,18258.953404505333,alpha,139,1
6,144,18453.204229767456,alpha,139,1
7,145,18637.083767406362,alpha,139,1
8,146,18816.079193966645,alpha,139,1
9,147,18994.74135394199,alpha,139,1
10,148,19176.21455728372,alpha,139,1
11,149,19362.203829887036,alpha,139,1
12,150,19553.154100895317,alpha,139,1
13,151,19748.531312821073,alpha,139,1
14,152,19947.12481289551,alpha,139,1
15,153,20147.324517117195,alpha,139,1
16,154,20347.349634370945,alpha,139,1
17,155,20545.42171981342,alpha,139,1
18,156,20739.884554327447,alpha,139,1
19,157,20929.278470722347,alpha,139,1
20,158,21112.37869492496,alpha,139,1
21,159,21288.20722683821,alpha,139,1
1,139,-3612.6236593385534,alpha,139,2
2,140,-3041.938082723378,alpha,139,2
3,141,-3444.021185757271,alpha,139,2
4,142,-4208.127159843425,alpha,139,2
5,143,-4288.449766648877,alpha,139,2
6,144,-4679.203861505503,alpha,139,2
7,145,-5056.120381607663,alpha,139,2
8,146,-5319.934112741961,alpha,139,2
9,147,-5655.003770253286,alpha,139,2
10,148,-5985.955558485319,alpha,139,2
11,149,-6296.021199812558,alpha,139,2
12,150,-6632.937679820303,alpha,139,2
13,151,-6969.339855558641,alpha,139,2
14,152,-7309.567005072968,alpha,139,2
15,153,-7661.375898275563,alpha,139,2
16,154,-8018.493373935653,alpha,139,2
17,155,-8382.800687441708,alpha,139,2
18,156,-8755.488663285767,alpha,139,2
19,157,-9135.041295609682,alpha,139,2
20,158,-9521.877682084743,alpha,139,2
21,159,-9915.989169203569,alpha,139,2
1,139,-6725.203164819628,alpha,139,3
2,140,642.7630132241757,alpha,139,3
3,141,-768.9342668416721,alpha,139,3
4,142,-3111.9647975123844,alpha,139,3
5,143,-2876.051086100757,alpha,139,3
6,144,-479.0356390560628,alpha,139,3
7,145,-2922.02983828208,alpha,139,3
8,146,-2806.0330830958737,alpha,139,3
9,147,-2234.6253557059463,alpha,139,3
10,148,-2439.8213606167155,alpha,139,3
11,149,-3439.9196451849384,alpha,139,3
12,150,-2884.7807492124084,alpha,139,3
13,151,-3108.847589983834,alpha,139,3
14,152,-3493.169079302632,alpha,139,3
15,153,-3668.715831898735,alpha,139,3
16,154,-3541.6905774202605,alpha,139,3
17,155,-3922.096624795926,alpha,139,3
18,156,-4062.46917791168,alpha,139,3
19,157,-4147.958799730612,alpha,139,3
20,158,-4287.3123908733905,alpha,139,3
21,159,-4537.154578095098,alpha,139,3
1,146,20366.552942669132,alpha,146,1
2,147,20601.47537110055,alpha,146,1
3,148,20741.398052141372,alpha,146,1
4,149,20922.928251315538,alpha,146,1
5,150,21105.538561101966,alpha,146,1
6,151,21286.42902079387,alpha,146,1
7,152,21458.574934788514,alpha,146,1
8,153,21617.63497608098,alpha,146,1
9,154,21760.384621360812,alpha,146,1
10,155,21884.69981053299,alpha,146,1
11,156,21989.293376021516,alpha,146,1
12,157,22073.535615533783,alpha,146,1
13,158,22137.301906894943,alpha,146,1
14,159,22180.85426515337,alpha,146,1
15,160,22204.7495673072,alpha,146,1
16,161,22209.7689703335,alpha,146,1
17,162,22196.86315147517,alpha,146,1
18,163,22167.10898145684,alpha,146,1
19,164,22121.674253538917,alpha,146,1
20,165,22061.788054299304,alpha,146,1
21,166,21988.71516953102,alpha,146,1
1,146,-1161.6683868190066,alpha,146,2
2,147,-1087.4195711492698,alpha,146,2
3,148,210.8260116869542,alpha,146,2
4,149,-830.175609404801,alpha,146,2
5,150,-683.2774275644324,alpha,146,2
6,151,-534.1785480091589,alpha,146,2
7,152,-878.557037966586,alpha,146,2
8,153,-855.9533108952896,alpha,146,2
9,154,-935.8226271645299,alpha,146,2
10,155,-1097.563477182343,alpha,146,2
11,156,-1171.240429357238,alpha,146,2
12,157,-1296.4243734896804,alpha,146,2
13,158,-1431.737480433102,alpha,146,2
14,159,-1552.7159223515523,alpha,146,2
15,160,-1693.6279574208675,alpha,146,2
16,161,-1836.206763807098,alpha,146,2
17,162,-1979.6396368228134,alpha,146,2
18,163,-2130.515141509404,alpha,146,2
19,164,-2282.6987631030115,alpha,146,2
20,165,-2437.1817525222505,alpha,146,2
21,166,-2594.520000777078,alpha,146,2
1,146,360.37011092081957,alpha,146,3
2,147,878.9104844510075,alpha,146,3
3,148,3311.069622001274,alpha,146,3
4,149,3351.9198081156264,alpha,146,3
5,150,934.260326253474,alpha,146,3
6,151,3093.6848598475535,alpha,146,3
7,152,3122.8292348712257,alpha,146,3
8,153,2744.1842729645778,alpha,146,3
9,154,2883.8035268530093,alpha,146,3
10,155,3769.071472485759,alpha,146,3
11,156,3391.994978662142,alpha,146,3
12,157,3620.0499545743896,alpha,146,3
13,158,3947.11458374225,alpha,146,3
14,159,4145.6473267258425,alpha,146,3
15,160,4141.922188392466,alpha,146,3
16,161,4476.034099645167,alpha,146,3
