steps,forecast_index,predicted_mean,strain,train_idx,hyp
1,132,17552.05909400106,alpha,132,1
2,133,17161.195007039973,alpha,132,1
3,134,16763.411169369305,alpha,132,1
4,135,16348.151558207437,alpha,132,1
5,136,15918.937018300667,alpha,132,1
6,137,15477.368818404855,alpha,132,1
7,138,15025.186498435563,alpha,132,1
8,139,14563.99516589936,alpha,132,1
9,140,14095.297027101467,alpha,132,1
10,141,13620.486148963406,alpha,132,1
11,142,13140.85013990815,alpha,132,1
12,143,12657.572725080307,alpha,132,1
13,144,12171.737641165873,alpha,132,1
14,145,11684.3334705271,alpha,132,1
15,146,11196.259169768597,alpha,132,1
16,147,10708.330063175592,alpha,132,1
17,148,10221.284102691952,alpha,132,1
18,149,9735.788224713604,alpha,132,1
19,150,9252.444661625841,alpha,132,1
20,151,8771.797091950588,alpha,132,1
21,152,8294.33653690435,alpha,132,1
1,132,17973.38286528285,alpha,132,2
2,133,17610.992261407322,alpha,132,2
3,134,17058.49113786356,alpha,132,2
4,135,16574.969798308077,alpha,132,2
5,136,16099.504844895202,alpha,132,2
6,137,15595.46168118281,alpha,132,2
7,138,15076.939153086181,alpha,132,2
8,139,14551.61863044363,alpha,132,2
9,140,14019.078272385112,alpha,132,2
10,141,13480.150575951537,alpha,132,2
11,142,12936.759146882372,alpha,132,2
12,143,12390.404380776581,alpha,132,2
13,144,11842.262077151883,alpha,132,2
14,145,11293.430411754405,alpha,132,2
15,146,10744.910458592334,alpha,132,2
16,147,10197.576780932126,alpha,132,2
17,148,9652.193143531516,alpha,132,2
18,149,9109.428633672786,alpha,132,2
19,150,8569.866865464672,alpha,132,2
20,151,8034.015490471316,alpha,132,2
21,152,7502.31655244769,alpha,132,2
1,132,17755.674599003658,alpha,132,3
2,133,18962.652510412354,alpha,132,3
3,134,18835.6707767568,alpha,132,3
4,135,18455.653396841633,alpha,132,3
5,136,17952.685088449933,alpha,132,3
6,137,17751.434697208006,alpha,132,3
7,138,17543.488803420823,alpha,132,3
8,139,17255.565899328394,alpha,132,3
9,140,16862.682486603797,alpha,132,3
10,141,16461.039643521202,alpha,132,3
11,142,16070.820965710089,alpha,132,3
12,143,15683.008334941822,alpha,132,3
13,144,15277.021484255038,alpha,132,3
14,145,14856.242859569276,alpha,132,3
15,146,14430.463175106133,alpha,132,3
16,147,14006.365072449786,alpha,132,3
17,148,13583.58555225001,alpha,132,3
18,149,13161.122703002016,alpha,132,3
19,150,12739.81202178788,alpha,132,3
20,151,12321.786412753194,alpha,132,3
21,152,11908.557466964452,alpha,132,3
1,139,16638.173707433834,alpha,139,1
2,140,16294.079512693206,alpha,139,1
3,141,15958.436408274467,alpha,139,1
4,142,15623.804673054818,alpha,139,1
